peak_pos,weeks,rank,genre,pop,dance pop,pop rap,rap,post-teen pop,hip hop,r&b,contemporary country,southern hip hop,country,country road,urban contemporary,trap music,hip pop,dirty south rap,pop rock,modern country rock,gangster rap,neo mellow,neo soul,post-grunge
12,20,52,"['canadian pop', 'pop']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,20,76,"['permanent wave', 'pop', 'rock']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,16,94,"['contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'redneck', 'texas country']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
67,15,99,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']",1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,3,97,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,43,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,50,"['canadian pop', 'pop']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,13,91,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
54,12,99,"['australian country', 'contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
78,5,84,['trap music'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,12,97,"['dance pop', 'pinoy hip hop', 'pop', 'pop rap', 'post-teen pop']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,11,91,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
79,1,79,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,100,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,52,49,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4,48,48,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,26,47,"['pop', 'pop rap', 'rap', 'trap music']",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,20,87,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,19,89,"['pop rap', 'rap']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,6,100,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,5,99,"['alternative dance', 'australian dance', 'indietronica', 'new rave', 'synthpop']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,59,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,79,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,95,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,27,46,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,18,99,"['contemporary country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
58,17,69,"['contemporary country', 'country', 'indonesian jazz']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
68,11,84,"['dance pop', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'urban contemporary', 'viral pop']",1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,10,77,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,87,"['pop', 'rap', 'trap music']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,56,22,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,22,48,"['dance pop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,20,47,['contemporary country'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,20,75,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,20,76,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
45,15,97,['dwn trap'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,14,94,"['emo', 'modern rock', 'pop punk']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,11,100,"['pop', 'post-teen pop']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,10,90,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
76,6,93,"['dance pop', 'edm', 'pop', 'tropical house']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,77,['pop'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,51,47,['pinoy hip hop'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,20,97,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0
22,14,92,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
56,2,74,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
67,1,67,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
83,1,83,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0
94,1,94,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
33,26,50,"['dance pop', 'dwn trap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
36,25,47,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,20,73,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,18,96,"['deep pop r&b', 'detroit hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']",1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,14,100,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
31,10,39,"['dirty south rap', 'dwn trap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
56,3,99,"['australian dance', 'dance pop', 'pop']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2,94,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
97,1,97,"['pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
56,16,73,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
54,16,93,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6,15,6,"['edm', 'pop', 'tropical house']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,13,89,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,5,85,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
19,4,53,"['dance pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
68,4,96,"['emo', 'modern rock', 'pop punk', 'vegas indie']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,97,"['alternative hip hop', 'deep trap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6,27,48,['alternative r&b'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,19,94,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,19,97,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
60,17,87,"['dance pop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,16,93,"['liquid funk', 'pop', 'tropical house', 'uk funky']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,15,99,"['latin', 'reggaeton']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,12,75,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,92,"['emo', 'modern rock', 'pop punk', 'vegas indie']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,98,['dwn trap'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,52,39,"['dance pop', 'dwn trap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
54,18,92,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
63,18,99,"['pop', 'pop rap', 'rap', 'trap music']",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,16,45,"['album rock', 'classic rock', 'glam rock', 'rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,42,"['art rock', 'classic funk rock', 'classic rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,14,95,"['dance pop', 'dwn trap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
52,9,80,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary']",1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
40,1,40,"['art rock', 'classic funk rock', 'classic rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,78,"['art rock', 'classic funk rock', 'classic rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,45,49,"['brostep', 'complextro', 'edm', 'electro', 'electro house']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,25,47,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12,20,70,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,19,95,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73,13,79,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
29,25,44,['contemporary country'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,20,37,['dwn trap'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,17,89,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7,86,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,7,93,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,6,96,"['dance pop', 'dwn trap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
91,2,91,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
80,2,95,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,81,"['bow pop', 'classify']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,91,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,49,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26,43,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,20,50,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,20,74,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,20,88,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
51,19,85,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
21,2,99,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,24,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,56,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,72,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,90,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,35,50,"['modern rock', 'pop', 'stomp pop']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4,90,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4,96,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3,91,"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'modern uplift']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
94,1,94,"['indie pop rap', 'rap']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,97,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
98,1,98,"['indie pop rap', 'rap']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,30,50,['pop'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,23,44,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
7,22,43,"['dance pop', 'dwn trap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
27,20,55,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,18,99,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
54,3,90,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,61,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,92,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,97,"['dance pop', 'k-hop', 'k-pop']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,98,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,16,93,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,89,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,87,['pop'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,100,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
44,20,64,"['contemporary country', 'country road']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30,1,30,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,74,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1,81,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,83,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,87,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,88,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,90,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,94,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,96,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,98,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,100,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,58,45,['pop'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,53,39,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'pop rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,31,47,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,20,81,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,18,79,"['contemporary country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
54,17,83,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
54,15,82,"['deep pop r&b', 'deep trap', 'dwn trap', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
44,12,99,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,8,85,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,6,95,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,73,"['pop', 'post-teen pop']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,87,['contemporary country'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,88,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,35,50,"['dance pop', 'pinoy hip hop', 'pop', 'pop rap', 'post-teen pop']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,20,57,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4,17,45,"['dance pop', 'pop']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,7,94,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,7,99,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,42,49,['pop'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,20,61,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,12,88,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
82,10,100,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
86,7,91,"['hip hop', 'pop', 'pop rap', 'rap', 'trap music']",1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,6,96,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2,74,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,82,"['contemporary country', 'country road']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12,36,50,"['dance pop', 'pop', 'post-teen pop', 'talent show']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,27,49,"['deep trap', 'dirty south rap', 'dwn trap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
48,20,67,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
49,20,72,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
40,20,78,"['australian country', 'contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
74,5,93,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,5,96,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,99,['a cappella'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,43,48,"['canadian pop', 'pop']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,30,56,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,49,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,20,68,['contemporary country'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,14,95,"['contemporary country', 'country']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
